i,j,ux,uy,phase
85,56,2.48229e-06,-4.61815e-06,-0.999999
85,57,3.92671e-06,-5.13093e-06,-0.999999
85,58,5.42278e-06,-5.41652e-06,-0.999999
85,59,6.86589e-06,-5.39919e-06,-1
85,60,8.13016e-06,-5.01683e-06,-1
85,61,9.08597e-06,-4.24559e-06,-1
85,62,9.63098e-06,-3.12216e-06,-1
85,63,9.71964e-06,-1.74373e-06,-1
85,64,9.36964e-06,-2.43271e-07,-1
85,65,8.64644e-06,1.24503e-06,-1
85,66,7.63651e-06,2.61169e-06,-1
85,67,6.42245e-06,3.78093e-06,-1
85,68,5.06805e-06,4.70559e-06,-1
85,69,3.61412e-06,5.35586e-06,-1
85,70,2.08368e-06,5.70997e-06,-1
85,71,4.92835e-07,5.75092e-06,-1
85,72,-1.13745e-06,5.4696e-06,-1
85,73,-2.77267e-06,4.87132e-06,-1
85,74,-4.36207e-06,3.98195e-06,-1
85,75,-5.8421e-06,2.8503e-06,-1
85,76,-7.14456e-06,1.54555e-06,-1
85,77,-8.20646e-06,1.5025e-07,-1
85,78,-8.979e-06,-1.24899e-06,-1
85,79,-9.43362e-06,-2.57108e-06,-1
85,80,-9.56429e-06,-3.7482e-06,-1
85,81,-9.3865e-06,-4.73088e-06,-1
85,82,-8.93342e-06,-5.48989e-06,-1
85,83,-8.25073e-06,-6.01555e-06,-1
85,84,-7.39092e-06,-6.31496e-06,-1
85,85,-6.40803e-06,-6.40803e-06,-1
85,86,-5.35341e-06,-6.32311e-06,-1
85,87,-4.27262e-06,-6.0928e-06,-1
85,88,-3.20378e-06,-5.7504e-06,-1
85,89,-2.1769e-06,-5.32723e-06,-1
85,90,-1.21421e-06,-4.85079e-06,-1
85,91,-3.31036e-07,-4.34382e-06,-1
85,92,4.62973e-07,-3.82403e-06,-1
85,93,1.16256e-06,-3.30427e-06,-1
85,94,1.7656e-06,-2.79305e-06,-1
85,95,2.27205e-06,-2.29519e-06,-1
85,96,2.68303e-06,-1.81251e-06,-1
85,97,3.00021e-06,-1.34448e-06,-1
85,98,3.22531e-06,-8.88839e-07,-1
85,99,3.35975e-06,-4.42101e-07,-1
86,0,2.96271e-06,8.1109e-15,-1
86,1,2.91609e-06,4.40089e-07,-1
86,2,2.77611e-06,8.83054e-07,-1
86,3,2.54245e-06,1.33133e-06,-1
86,4,2.21476e-06,1.78647e-06,-1
86,5,1.79291e-06,2.24864e-06,-1
86,6,1.27735e-06,2.7161e-06,-1
86,7,6.69671e-07,3.18466e-06,-1
86,8,-2.67441e-08,3.64713e-06,-1
86,9,-8.05871e-07,4.09284e-06,-1
86,10,-1.65812e-06,4.50725e-06,-1
86,11,-2.56939e-06,4.87186e-06,-1
86,12,-3.52014e-06,5.16447e-06,-1
86,13,-4.48482e-06,5.35995e-06,-1
86,14,-5.43164e-06,5.43164e-06,-1
86,15,-6.32311e-06,5.35341e-06,-1
86,16,-7.11734e-06,5.10234e-06,-1
86,17,-7.77031e-06,4.6619e-06,-1
86,18,-8.2391e-06,4.02523e-06,-1
86,19,-8.48579e-06,3.19816e-06,-1
86,20,-8.48172e-06,2.20135e-06,-1
86,21,-8.21148e-06,1.07106e-06,-1
86,22,-7.67584e-06,-1.42078e-07,-1
86,23,-6.89295e-06,-1.37639e-06,-1
86,24,-5.89702e-06,-2.56457e-06,-1
86,25,-4.73451e-06,-3.64043e-06,-1
86,26,-3.45799e-06,-4.54578e-06,-1
86,27,-2.11904e-06,-5.23597e-06,-1
86,28,-7.61785e-07,-5.68272e-06,-1
86,29,5.81045e-07,-5.87347e-06,-1
86,30,1.88825e-06,-5.80789e-06,-1
86,31,3.14638e-06,-5.49301e-06,-1
86,32,4.3431e-06,-4.93942e-06,-1
86,33,5.45998e-06,-4.16066e-06,-1
86,34,6.4668e-06,-3.17666e-06,-1
86,35,7.31948e-06,-2.02035e-06,-1
86,36,7.96252e-06,-7.44663e-07,-1
86,37,8.33659e-06,5.7387e-07,-1
86,38,8.39114e-06,1.83883e-06,-1
86,39,8.09955e-06,2.94708e-06,-1
86,40,7.47196e-06,3.80893e-06,-1
86,41,6.55889e-06,4.36789e-06,-1
86,42,5.44236e-06,4.60984e-06,-1
86,43,4.21907e-06,4.55769e-06,-1
86,44,2.98354e-06,4.25694e-06,-1
86,45,1.81922e-06,3.76189e-06,-1
86,46,7.94308e-07,3.1269e-06,-1
86,47,-4.05528e-08,2.40049e-06,-1
86,48,-6.52777e-07,1.62135e-06,-1
86,49,-1.02446e-06,8.15904e-07,-1
86,50,-1.14886e-06,-7.52554e-15,-1
86,51,-1.02446e-06,-8.15904e-07,-1
86,52,-6.52777e-07,-1.62135e-06,-1
86,53,-4.05528e-08,-2.40049e-06,-1
86,54,7.94308e-07,-3.1269e-06,-1
86,55,1.81922e-06,-3.76189e-06,-1
86,56,2.98354e-06,-4.25694e-06,-1
86,57,4.21907e-06,-4.55769e-06,-1
86,58,5.44236e-06,-4.60984e-06,-1
86,59,6.55889e-06,-4.36789e-06,-1
86,60,7.47196e-06,-3.80893e-06,-1
86,61,8.09955e-06,-2.94708e-06,-1
86,62,8.39114e-06,-1.83883e-06,-1
86,63,8.33659e-06,-5.7387e-07,-1
86,64,7.96252e-06,7.44663e-07,-1
86,65,7.31948e-06,2.02035e-06,-1
86,66,6.4668e-06,3.17666e-06,-1
86,67,5.45998e-06,4.16066e-06,-1
86,68,4.3431e-06,4.93942e-06,-1
86,69,3.14638e-06,5.49301e-06,-1
86,70,1.88825e-06,5.80789e-06,-1
86,71,5.81045e-07,5.87347e-06,-1
86,72,-7.61785e-07,5.68272e-06,-1
86,73,-2.11904e-06,5.23597e-06,-1
86,74,-3.45799e-06,4.54578e-06,-1
86,75,-4.73451e-06,3.64043e-06,-1
86,76,-5.89702e-06,2.56457e-06,-1
86,77,-6.89295e-06,1.37639e-06,-1
86,78,-7.67584e-06,1.42078e-07,-1
86,79,-8.21148e-06,-1.07106e-06,-1
86,80,-8.48172e-06,-2.20135e-06,-1
86,81,-8.48579e-06,-3.19816e-06,-1
86,82,-8.2391e-06,-4.02523e-06,-1
86,83,-7.77031e-06,-4.6619e-06,-1
86,84,-7.11734e-06,-5.10234e-06,-1
86,85,-6.32311e-06,-5.35341e-06,-1
86,86,-5.43164e-06,-5.43164e-06,-1
86,87,-4.48482e-06,-5.35995e-06,-1
86,88,-3.52014e-06,-5.16447e-06,-1
86,89,-2.56939e-06,-4.87186e-06,-1
86,90,-1.65812e-06,-4.50725e-06,-1
86,91,-8.05871e-07,-4.09284e-06,-1
86,92,-2.6744e-08,-3.64713e-06,-1
86,93,6.69671e-07,-3.18466e-06,-1
86,94,1.27735e-06,-2.7161e-06,-1
86,95,1.79291e-06,-2.24864e-06,-1
86,96,2.21476e-06,-1.78647e-06,-1
86,97,2.54245e-06,-1.33133e-06,-1
86,98,2.77611e-06,-8.83054e-07,-1
86,99,2.91609e-06,-4.40089e-07,-1
87,0,2.52752e-06,7.9441e-15,-1
87,1,2.47991e-06,4.28529e-07,-1
87,2,2.33717e-06,8.58013e-07,-1
87,3,2.09969e-06,1.28894e-06,-1
87,4,1.76828e-06,1.72085e-06,-1
87,5,1.34447e-06,2.15185e-06,-1
87,6,8.30905e-07,2.57816e-06,-1
87,7,2.3184e-07,2.99361e-06,-1
87,8,-4.46216e-07,3.38929e-06,-1
87,9,-1.19381e-06,3.75321e-06,-1
87,10,-1.99786e-06,4.07033e-06,-1
87,11,-2.84096e-06,4.32269e-06,-1
87,12,-3.70102e-06,4.49009e-06,-1
87,13,-4.55112e-06,4.55112e-06,-1
87,14,-5.35995e-06,4.48482e-06,-1
87,15,-6.0928e-06,4.27262e-06,-1
87,16,-6.71332e-06,3.90083e-06,-1
87,17,-7.18593e-06,3.3631e-06,-1
87,18,-7.47875e-06,2.66273e-06,-1
87,19,-7.56685e-06,1.8144e-06,-1
87,20,-7.43528e-06,8.44839e-07,-1
87,21,-7.08142e-06,-2.07843e-07,-1
87,22,-6.51611e-06,-1.29641e-06,-1
87,23,-5.76304e-06,-2.36824e-06,-1
87,24,-4.85631e-06,-3.37012e-06,-1
87,25,-3.83632e-06,-4.25335e-06,-1
87,26,-2.74464e-06,-4.97813e-06,-1
87,27,-1.61905e-06,-5.51623e-06,-1
87,28,-4.89887e-07,-5.85142e-06,-1
87,29,6.21328e-07,-5.97766e-06,-1
87,30,1.70064e-06,-5.896e-06,-1
87,31,2.73824e-06,-5.61129e-06,-1
87,32,3.72407e-06,-5.13052e-06,-1
87,33,4.6436e-06,-4.46326e-06,-1
87,34,5.47504e-06,-3.62455e-06,-1
87,35,6.18842e-06,-2.63912e-06,-1
87,36,6.74685e-06,-1.54553e-06,-1
87,37,7.11017e-06,-3.98415e-07,-1
87,38,7.24118e-06,7.33091e-07,-1
87,39,7.11411e-06,1.7718e-06,-1
87,40,6.72352e-06,2.64352e-06,-1
87,41,6.09028e-06,3.28988e-06,-1
87,42,5.26187e-06,3.67801e-06,-1
87,43,4.30556e-06,3.80326e-06,-1
87,44,3.29787e-06,3.68462e-06,-1
87,45,2.31423e-06,3.35638e-06,-1
87,46,1.42198e-06,2.8604e-06,-1
87,47,6.76153e-07,2.2399e-06,-1
87,48,1.17465e-07,1.53478e-06,-1
87,49,-2.27092e-07,7.78955e-07,-1
87,50,-3.43366e-07,-8.86111e-15,-1
87,51,-2.27092e-07,-7.78955e-07,-1
87,52,1.17465e-07,-1.53478e-06,-1
87,53,6.76153e-07,-2.2399e-06,-1
87,54,1.42198e-06,-2.8604e-06,-1
87,55,2.31423e-06,-3.35638e-06,-1
87,56,3.29787e-06,-3.68462e-06,-1
87,57,4.30556e-06,-3.80326e-06,-1
87,58,5.26187e-06,-3.67801e-06,-1
87,59,6.09028e-06,-3.28988e-06,-1
87,60,6.72352e-06,-2.64352e-06,-1
87,61,7.11411e-06,-1.7718e-06,-1
87,62,7.24118e-06,-7.33091e-07,-1
87,63,7.11017e-06,3.98415e-07,-1
87,64,6.74685e-06,1.54553e-06,-1
87,65,6.18842e-06,2.63912e-06,-1
87,66,5.47504e-06,3.62455e-06,-1
87,67,4.6436e-06,4.46326e-06,-1
87,68,3.72407e-06,5.13052e-06,-1
87,69,2.73824e-06,5.61129e-06,-1
87,70,1.70064e-06,5.896e-06,-1
87,71,6.21328e-07,5.97766e-06,-1
87,72,-4.89887e-07,5.85142e-06,-1
87,73,-1.61905e-06,5.51623e-06,-1
87,74,-2.74464e-06,4.97813e-06,-1
87,75,-3.83632e-06,4.25335e-06,-1
87,76,-4.85631e-06,3.37012e-06,-1
87,77,-5.76304e-06,2.36824e-06,-1
87,78,-6.51611e-06,1.29641e-06,-1
87,79,-7.08142e-06,2.07843e-07,-1
87,80,-7.43528e-06,-8.44839e-07,-1
87,81,-7.56685e-06,-1.8144e-06,-1
87,82,-7.47875e-06,-2.66273e-06,-1
87,83,-7.18593e-06,-3.3631e-06,-1
87,84,-6.71332e-06,-3.90083e-06,-1
87,85,-6.0928e-06,-4.27262e-06,-1
87,86,-5.35995e-06,-4.48482e-06,-1
87,87,-4.55112e-06,-4.55112e-06,-1
87,88,-3.70102e-06,-4.49009e-06,-1
87,89,-2.84096e-06,-4.32269e-06,-1
87,90,-1.99786e-06,-4.07033e-06,-1
87,91,-1.19381e-06,-3.75321e-06,-1
87,92,-4.46216e-07,-3.38929e-06,-1
87,93,2.3184e-07,-2.99361e-06,-1
87,94,8.30905e-07,-2.57816e-06,-1
87,95,1.34447e-06,-2.15185e-06,-1
87,96,1.76828e-06,-1.72085e-06,-1
87,97,2.09969e-06,-1.28894e-06,-1
87,98,2.33717e-06,-8.58013e-07,-1
87,99,2.47991e-06,-4.28529e-07,-1
88,0,2.10833e-06,7.66609e-15,-1
88,1,2.0607e-06,4.07716e-07,-1
88,2,1.91815e-06,8.14411e-07,-1
88,3,1.68178e-06,1.2186e-06,-1
88,4,1.35356e-06,1.61789e-06,-1
88,5,9.36672e-07,2.0085e-06,-1
88,6,4.3581e-07,2.3849e-06,-1
88,7,-1.42335e-07,2.73946e-06,-1
88,8,-7.88583e-07,3.06219e-06,-1
88,9,-1.49075e-06,3.34075e-06,-1
88,10,-2.2332e-06,3.56054e-06,-1
88,11,-2.99658e-06,3.70527e-06,-1
88,12,-3.75773e-06,3.75773e-06,-1
88,13,-4.49009e-06,3.70102e-06,-1
88,14,-5.16447e-06,3.52014e-06,-1
88,15,-5.7504e-06,3.20378e-06,-1
88,16,-6.21795e-06,2.74623e-06,-1
88,17,-6.53998e-06,2.14922e-06,-1
88,18,-6.69458e-06,1.4232e-06,-1
88,19,-6.66747e-06,5.88027e-07,-1
88,20,-6.45382e-06,-3.27404e-07,-1
88,21,-6.05934e-06,-1.28667e-06,-1
88,22,-5.50005e-06,-2.2484e-06,-1
88,23,-4.80078e-06,-3.16973e-06,-1
88,24,-3.99237e-06,-4.01006e-06,-1
88,25,-3.10808e-06,-4.73451e-06,-1
88,26,-2.17973e-06,-5.31631e-06,-1
88,27,-1.23469e-06,-5.73774e-06,-1
88,28,-2.94007e-07,-5.9894e-06,-1
88,29,6.27587e-07,-6.06839e-06,-1
88,30,1.52017e-06,-5.9759e-06,-1
88,31,2.3761e-06,-5.71551e-06,-1
88,32,3.18725e-06,-5.29244e-06,-1
88,33,3.9427e-06,-4.71443e-06,-1
88,34,4.62724e-06,-3.99375e-06,-1
88,35,5.22094e-06,-3.14974e-06,-1
88,36,5.69947e-06,-2.21122e-06,-1
88,37,6.03581e-06,-1.21785e-06,-1
88,38,6.20328e-06,-2.19537e-07,-1
88,39,6.18027e-06,7.26512e-07,-1
88,40,5.95612e-06,1.56164e-06,-1
88,41,5.5367e-06,2.23339e-06,-1
88,42,4.94749e-06,2.7032e-06,-1
88,43,4.23229e-06,2.95148e-06,-1
88,44,3.44793e-06,2.97844e-06,-1
88,45,2.65658e-06,2.80111e-06,-1
88,46,1.91865e-06,2.4482e-06,-1
88,47,1.28742e-06,1.95489e-06,-1
88,48,8.0585e-07,1.35848e-06,-1
88,49,5.0473e-07,6.95429e-07,-1
88,50,4.02359e-07,-9.19504e-15,-1
88,51,5.0473e-07,-6.95429e-07,-1
88,52,8.0585e-07,-1.35848e-06,-1
88,53,1.28742e-06,-1.95489e-06,-1
88,54,1.91865e-06,-2.4482e-06,-1
88,55,2.65658e-06,-2.80111e-06,-1
88,56,3.44793e-06,-2.97844e-06,-1
88,57,4.23229e-06,-2.95148e-06,-1
88,58,4.94749e-06,-2.7032e-06,-1
88,59,5.5367e-06,-2.23339e-06,-1
88,60,5.95612e-06,-1.56164e-06,-1
88,61,6.18027e-06,-7.26512e-07,-1
88,62,6.20328e-06,2.19537e-07,-1
88,63,6.03581e-06,1.21785e-06,-1
88,64,5.69947e-06,2.21122e-06,-1
88,65,5.22094e-06,3.14974e-06,-1
88,66,4.62724e-06,3.99375e-06,-1
88,67,3.9427e-06,4.71443e-06,-1
88,68,3.18725e-06,5.29244e-06,-1
88,69,2.3761e-06,5.71551e-06,-1
88,70,1.52017e-06,5.9759e-06,-1
88,71,6.27587e-07,6.06839e-06,-1
88,72,-2.94007e-07,5.9894e-06,-1
88,73,-1.23469e-06,5.73774e-06,-1
88,74,-2.17973e-06,5.31631e-06,-1
88,75,-3.10808e-06,4.73451e-06,-1
88,76,-3.99237e-06,4.01006e-06,-1
88,77,-4.80078e-06,3.16973e-06,-1
88,78,-5.50005e-06,2.2484e-06,-1
88,79,-6.05934e-06,1.28667e-06,-1
88,80,-6.45382e-06,3.27404e-07,-1
88,81,-6.66747e-06,-5.88027e-07,-1
88,82,-6.69458e-06,-1.4232e-06,-1
88,83,-6.53998e-06,-2.14922e-06,-1
88,84,-6.21795e-06,-2.74623e-06,-1
88,85,-5.7504e-06,-3.20378e-06,-1
88,86,-5.16447e-06,-3.52014e-06,-1
88,87,-4.49009e-06,-3.70102e-06,-1
88,88,-3.75773e-06,-3.75773e-06,-1
88,89,-2.99658e-06,-3.70527e-06,-1
88,90,-2.2332e-06,-3.56054e-06,-1
88,91,-1.49075e-06,-3.34075e-06,-1
88,92,-7.88583e-07,-3.06219e-06,-1
88,93,-1.42335e-07,-2.73946e-06,-1
88,94,4.3581e-07,-2.3849e-06,-1
88,95,9.36672e-07,-2.0085e-06,-1
88,96,1.35356e-06,-1.61789e-06,-1
88,97,1.68178e-06,-1.2186e-06,-1
88,98,1.91815e-06,-8.14411e-07,-1
88,99,2.0607e-06,-4.07716e-07,-1
89,0,1.71405e-06,7.31163e-15,-1
89,1,1.66739e-06,3.78417e-07,-1
89,2,1.52797e-06,7.5389e-07,-1
89,3,1.29755e-06,1.12306e-06,-1
89,4,9.79202e-07,1.48173e-06,-1
89,5,5.77572e-07,1.82453e-06,-1
89,6,9.91557e-08,2.14456e-06,-1
89,7,-4.47346e-07,2.43327e-06,-1
89,8,-1.05068e-06,2.68028e-06,-1
89,9,-1.69675e-06,2.87362e-06,-1
89,10,-2.36842e-06,3.00001e-06,-1
89,11,-3.04554e-06,3.04554e-06,-1
89,12,-3.70527e-06,2.99658e-06,-1
89,13,-4.32269e-06,2.84096e-06,-1
89,14,-4.87186e-06,2.56939e-06,-1
89,15,-5.32723e-06,2.1769e-06,-1
89,16,-5.66536e-06,1.66422e-06,-1
89,17,-5.86681e-06,1.03889e-06,-1
89,18,-5.91799e-06,3.15791e-07,-1
89,19,-5.81268e-06,-4.83003e-07,-1
89,20,-5.55291e-06,-1.3292e-06,-1
89,21,-5.14907e-06,-2.1901e-06,-1
89,22,-4.61895e-06,-3.03108e-06,-1
89,23,-3.98591e-06,-3.8184e-06,-1
89,24,-3.27626e-06,-4.52183e-06,-1
89,25,-2.51647e-06,-5.11681e-06,-1
89,26,-1.73058e-06,-5.58547e-06,-1
89,27,-9.38426e-07,-5.91664e-06,-1
89,28,-1.54986e-07,-6.1048e-06,-1
89,29,6.09198e-07,-6.14861e-06,-1
89,30,1.34669e-06,-6.04932e-06,-1
89,31,2.05149e-06,-5.8099e-06,-1
89,32,2.71733e-06,-5.43485e-06,-1
89,33,3.33644e-06,-4.93095e-06,-1
89,34,3.89865e-06,-4.30855e-06,-1
89,35,4.39096e-06,-3.58308e-06,-1
89,36,4.79757e-06,-2.77641e-06,-1
89,37,5.10043e-06,-1.91771e-06,-1
89,38,5.28076e-06,-1.04346e-06,-1
89,39,5.32178e-06,-1.96088e-07,-1
89,40,5.21256e-06,5.78902e-07,-1
89,41,4.95229e-06,1.2375e-06,-1
89,42,4.55361e-06,1.74259e-06,-1
89,43,4.04372e-06,2.06882e-06,-1
89,44,3.46226e-06,2.20562e-06,-1
89,45,2.8569e-06,2.15735e-06,-1
89,46,2.27765e-06,1.94117e-06,-1
89,47,1.77171e-06,1.58359e-06,-1
89,48,1.37943e-06,1.11702e-06,-1
89,49,1.13136e-06,5.76952e-07,-1
89,50,1.04652e-06,-9.49397e-15,-1
89,51,1.13136e-06,-5.76952e-07,-1
89,52,1.37943e-06,-1.11702e-06,-1
89,53,1.77171e-06,-1.58359e-06,-1
89,54,2.27765e-06,-1.94117e-06,-1
89,55,2.8569e-06,-2.15735e-06,-1
89,56,3.46226e-06,-2.20562e-06,-1
89,57,4.04372e-06,-2.06882e-06,-1
89,58,4.55361e-06,-1.74259e-06,-1
89,59,4.95229e-06,-1.2375e-06,-1
89,60,5.21256e-06,-5.78902e-07,-1
89,61,5.32178e-06,1.96088e-07,-1
89,62,5.28076e-06,1.04346e-06,-1
89,63,5.10043e-06,1.91771e-06,-1
89,64,4.79757e-06,2.77641e-06,-1
89,65,4.39096e-06,3.58308e-06,-1
89,66,3.89865e-06,4.30855e-06,-1
89,67,3.33644e-06,4.93095e-06,-1
89,68,2.71733e-06,5.43485e-06,-1
89,69,2.05149e-06,5.8099e-06,-1
89,70,1.34669e-06,6.04932e-06,-1
89,71,6.09198e-07,6.14861e-06,-1
89,72,-1.54986e-07,6.1048e-06,-1
89,73,-9.38426e-07,5.91664e-06,-1
89,74,-1.73058e-06,5.58547e-06,-1
89,75,-2.51647e-06,5.11681e-06,-1
89,76,-3.27626e-06,4.52183e-06,-1
89,77,-3.98591e-06,3.8184e-06,-1
89,78,-4.61895e-06,3.03108e-06,-1
89,79,-5.14907e-06,2.1901e-06,-1
89,80,-5.55291e-06,1.3292e-06,-1
89,81,-5.81268e-06,4.83003e-07,-1
89,82,-5.91799e-06,-3.15791e-07,-1
89,83,-5.86681e-06,-1.03889e-06,-1
89,84,-5.66536e-06,-1.66422e-06,-1
89,85,-5.32723e-06,-2.1769e-06,-1
89,86,-4.87186e-06,-2.56939e-06,-1
89,87,-4.32269e-06,-2.84096e-06,-1
89,88,-3.70527e-06,-2.99658e-06,-1
89,89,-3.04554e-06,-3.04554e-06,-1
89,90,-2.36842e-06,-3.00001e-06,-1
89,91,-1.69675e-06,-2.87362e-06,-1
89,92,-1.05068e-06,-2.68028e-06,-1
89,93,-4.47346e-07,-2.43327e-06,-1
89,94,9.91557e-08,-2.14456e-06,-1
89,95,5.77572e-07,-1.82453e-06,-1
89,96,9.79202e-07,-1.48173e-06,-1
89,97,1.29755e-06,-1.12306e-06,-1
89,98,1.52797e-06,-7.5389e-07,-1
89,99,1.66739e-06,-3.78417e-07,-1
90,0,1.35264e-06,6.88767e-15,-1
90,1,1.30788e-06,3.41849e-07,-1
90,2,1.17436e-06,6.78982e-07,-1
90,3,9.544e-07,1.00633e-06,-1
90,4,6.52014e-07,1.31818e-06,-1
90,5,2.73048e-07,1.60784e-06,-1
90,6,-1.74593e-07,1.86751e-06,-1
90,7,-6.80726e-07,2.0882e-06,-1
90,8,-1.23272e-06,2.25977e-06,-1
90,9,-1.8154e-06,2.37121e-06,-1
90,10,-2.41112e-06,2.41112e-06,-1
90,11,-3.00001e-06,2.36842e-06,-1
90,12,-3.56054e-06,2.2332e-06,-1
90,13,-4.07033e-06,1.99786e-06,-1
90,14,-4.50725e-06,1.65812e-06,-1
90,15,-4.85079e-06,1.21421e-06,-1
90,16,-5.08349e-06,6.71607e-07,-1
90,17,-5.19244e-06,4.16167e-08,-1
90,18,-5.1705e-06,-6.58719e-07,-1
90,19,-5.01706e-06,-1.40725e-06,-1
90,20,-4.7383e-06,-2.17796e-06,-1
90,21,-4.34665e-06,-2.9428e-06,-1
90,22,-3.85951e-06,-3.67371e-06,-1
90,23,-3.29748e-06,-4.34476e-06,-1
90,24,-2.68221e-06,-4.93382e-06,-1
90,25,-2.03441e-06,-5.42375e-06,-1
90,26,-1.37217e-06,-5.80262e-06,-1
90,27,-7.10058e-07,-6.06337e-06,-1
90,28,-5.90156e-08,-6.20279e-06,-1
90,29,5.73137e-07,-6.22046e-06,-1
90,30,1.18073e-06,-6.11778e-06,-1
90,31,1.75915e-06,-5.89755e-06,-1
90,32,2.3039e-06,-5.56397e-06,-1
90,33,2.80975e-06,-5.12316e-06,-1
90,34,3.27024e-06,-4.58393e-06,-1
90,35,3.67719e-06,-3.95865e-06,-1
90,36,4.02052e-06,-3.26408e-06,-1
90,37,4.28836e-06,-2.52196e-06,-1
90,38,4.46785e-06,-1.75922e-06,-1
90,39,4.54667e-06,-1.00754e-06,-1
90,40,4.51558e-06,-3.01804e-07,-1
90,41,4.3714e-06,3.22468e-07,-1
90,42,4.11983e-06,8.32808e-07,-1
90,43,3.77705e-06,1.2037e-06,-1
90,44,3.36951e-06,1.41986e-06,-1
90,45,2.93162e-06,1.4779e-06,-1
90,46,2.50204e-06,1.38624e-06,-1
90,47,2.11944e-06,1.16353e-06,-1
90,48,1.8184e-06,8.36317e-07,-1
90,49,1.62615e-06,4.36666e-07,-1
90,50,1.56008e-06,-9.79284e-15,-1
90,51,1.62615e-06,-4.36666e-07,-1
90,52,1.8184e-06,-8.36317e-07,-1
90,53,2.11944e-06,-1.16353e-06,-1
90,54,2.50204e-06,-1.38624e-06,-1
90,55,2.93162e-06,-1.4779e-06,-1
90,56,3.36951e-06,-1.41986e-06,-1
90,57,3.77705e-06,-1.2037e-06,-1
90,58,4.11983e-06,-8.32808e-07,-1
90,59,4.3714e-06,-3.22468e-07,-1
90,60,4.51558e-06,3.01804e-07,-1
90,61,4.54667e-06,1.00754e-06,-1
90,62,4.46785e-06,1.75922e-06,-1
90,63,4.28836e-06,2.52196e-06,-1
90,64,4.02052e-06,3.26408e-06,-1
90,65,3.67719e-06,3.95865e-06,-1
90,66,3.27024e-06,4.58393e-06,-1
90,67,2.80975e-06,5.12316e-06,-1
90,68,2.3039e-06,5.56397e-06,-1
90,69,1.75915e-06,5.89755e-06,-1
90,70,1.18073e-06,6.11778e-06,-1
90,71,5.73137e-07,6.22046e-06,-1
90,72,-5.90156e-08,6.20279e-06,-1
90,73,-7.10058e-07,6.06337e-06,-1
90,74,-1.37217e-06,5.80262e-06,-1
90,75,-2.03441e-06,5.42375e-06,-1
90,76,-2.68221e-06,4.93382e-06,-1
90,77,-3.29748e-06,4.34476e-06,-1
90,78,-3.85951e-06,3.67371e-06,-1
90,79,-4.34665e-06,2.9428e-06,-1
90,80,-4.7383e-06,2.17796e-06,-1
90,81,-5.01706e-06,1.40725e-06,-1
90,82,-5.1705e-06,6.58719e-07,-1
90,83,-5.19244e-06,-4.16167e-08,-1
90,84,-5.08349e-06,-6.71607e-07,-1
90,85,-4.85079e-06,-1.21421e-06,-1
90,86,-4.50725e-06,-1.65812e-06,-1
90,87,-4.07033e-06,-1.99786e-06,-1
90,88,-3.56054e-06,-2.2332e-06,-1
90,89,-3.00001e-06,-2.36842e-06,-1
90,90,-2.41112e-06,-2.41112e-06,-1
90,91,-1.8154e-06,-2.37121e-06,-1
90,92,-1.23272e-06,-2.25977e-06,-1
90,93,-6.80726e-07,-2.0882e-06,-1
90,94,-1.74593e-07,-1.86751e-06,-1
90,95,2.73048e-07,-1.60784e-06,-1
90,96,6.52014e-07,-1.31818e-06,-1
90,97,9.544e-07,-1.00633e-06,-1
90,98,1.17436e-06,-6.78982e-07,-1
90,99,1.30788e-06,-3.41849e-07,-1
91,0,1.03062e-06,6.31775e-15,-1
91,1,9.88595e-07,2.99627e-07,-1
91,2,8.63448e-07,5.92988e-07,-1
91,3,6.57941e-07,8.73567e-07,-1
91,4,3.76768e-07,1.13438e-06,-1
91,5,2.66464e-08,1.36783e-06,-1
91,6,-3.8357e-07,1.5656e-06,-1
91,7,-8.42809e-07,1.71871e-06,-1
91,8,-1.33777e-06,1.81771e-06,-1
91,9,-1.85301e-06,1.85301e-06,-1
91,10,-2.37121e-06,1.8154e-06,-1
91,11,-2.87362e-06,1.69675e-06,-1
91,12,-3.34075e-06,1.49075e-06,-1
91,13,-3.75321e-06,1.19381e-06,-1
91,14,-4.09284e-06,8.05871e-07,-1
91,15,-4.34382e-06,3.31036e-07,-1
91,16,-4.49385e-06,-2.21978e-07,-1
91,17,-4.53517e-06,-8.3984e-07,-1
91,18,-4.46527e-06,-1.50501e-06,-1
91,19,-4.28715e-06,-2.19665e-06,-1
91,20,-4.00903e-06,-2.89187e-06,-1
91,21,-3.6436e-06,-3.56734e-06,-1
91,22,-3.20671e-06,-4.20087e-06,-1
91,23,-2.71579e-06,-4.77282e-06,-1
91,24,-2.18828e-06,-5.26719e-06,-1
91,25,-1.64023e-06,-5.67204e-06,-1
91,26,-1.08531e-06,-5.97945e-06,-1
91,27,-5.34408e-07,-6.18498e-06,-1
91,28,4.30645e-09,-6.2869e-06,-1
91,29,5.24927e-07,-6.28546e-06,-1
91,30,1.02316e-06,-6.18232e-06,-1
91,31,1.49563e-06,-5.98026e-06,-1
91,32,1.93932e-06,-5.6833e-06,-1
91,33,2.351e-06,-5.29697e-06,-1
91,34,2.72684e-06,-4.82873e-06,-1
91,35,3.06196e-06,-4.28853e-06,-1
91,36,3.35017e-06,-3.68927e-06,-1
91,37,3.58394e-06,-3.0473e-06,-1
91,38,3.75475e-06,-2.38269e-06,-1
